stimulus,pronoun,desc,decisionThis,decisionOther,pot,respTimer,e_amusement,e_annoyance,e_confusion,e_contempt,e_devastation,e_disappointment,e_disgust,e_embarrassment,e_envy,e_excitement,e_fury,e_gratitude,e_guilt,e_joy,e_pride,e_regret,e_relief,e_respect,e_surprise,e_sympathy,gender,subjectId,Data_Set,HITID
271_1,this person,,Stole,Stole,27293,32.459,26,34,44,34,36,43,26,43,29,12,38,36,46,33,36,25,14,27,44,37,male,d7c831569c95ffc4ae3116b443ecb0f3d3535088b6e490cad20b573e,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
244_1,this person,,Stole,Split,124,34.402,45,24,25,34,37,7,17,44,24,43,24,39,21,47,34,25,24,35,44,34,male,d7c831569c95ffc4ae3116b443ecb0f3d3535088b6e490cad20b573e,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
272_1,this person,,Split,Split,61430,34.084,36,24,24,20,22,30,18,38,22,33,18,36,37,38,38,31,36,23,45,31,male,d7c831569c95ffc4ae3116b443ecb0f3d3535088b6e490cad20b573e,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
244_2,this person,,Stole,Split,1090,21.588,34,44,42,31,44,40,30,35,34,42,20,39,30,35,27,33,26,23,41,40,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
250_1,this person,,Split,Split,1582,18.279,31,41,42,42,33,35,41,41,31,41,35,30,36,41,34,35,43,33,42,44,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
288_1,this person,,Stole,Stole,694,18.723,41,42,31,45,28,26,43,41,46,46,34,38,30,42,33,30,43,32,42,32,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
286_1,this person,,Stole,Split,124,15.158,42,37,35,36,33,34,43,46,43,43,37,44,35,46,33,33,42,42,43,37,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
275_1,this person,,Split,Stole,138238,17.712,44,37,36,37,34,36,44,46,41,44,33,43,35,41,36,34,44,41,42,37,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
271_1,this person,,Split,Stole,5378,21.613,39,43,42,42,44,44,36,43,35,42,36,35,37,43,35,37,35,34,43,44,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
272_1,this person,,Stole,Split,12121,19.696,45,34,38,34,36,37,43,44,43,43,34,43,31,44,29,34,46,44,45,35,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
244_1,this person,,Split,Split,61430,17.375,43,43,45,42,35,37,42,42,38,45,35,35,33,41,37,35,43,35,45,34,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
283_1,this person,,Stole,Stole,27293,16.625,44,36,35,36,34,36,44,41,44,42,34,44,36,42,36,31,43,44,44,35,male,05e70810e3d087f5d2e7eb1e6fe19a178366555968e109e427d6ef2c,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
244_2,this person,,Stole,Split,1090,21.471,28,1,39,32,44,1,13,48,17,34,34,18,48,25,1,26,23,3,26,2,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,124,95.373,19,30,15,21,33,32,43,32,32,19,17,18,42,17,14,33,19,21,20,17,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,12121,43.066,39,32,33,32,20,16,32,21,33,33,35,23,40,31,33,25,36,30,32,15,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,1582,10.524,26,19,32,33,32,32,25,29,30,19,23,25,29,27,10,31,29,23,26,12,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,138238,12.211,27,23,21,27,26,30,29,30,26,28,29,31,18,30,30,31,29,20,30,29,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,694,15.369,28,36,28,26,22,20,27,27,18,26,30,29,25,36,37,30,24,24,36,36,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,61430,11.46,20,26,16,16,31,31,30,26,30,18,28,23,18,34,32,35,24,29,34,33,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,27293,10.425,28,23,24,23,27,27,28,25,32,27,25,30,29,28,30,25,28,27,28,32,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,5378,10.405,23,25,24,28,29,28,27,29,22,27,27,27,20,27,21,23,25,25,27,22,female,c776f8432c9592e2582d7a0f91ba3063cd83f87ad1c0f77ced39285b,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,43.53,33,4,0,5,0,14,0,36,0,29,0,5,32,2,32,29,48,4,3,32,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Split,Split,138238,26.935,32,0,2,6,3,0,0,2,1,29,0,48,9,48,0,26,0,35,0,3,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Stole,Split,694,21.554,0,3,6,5,0,4,0,37,0,4,3,2,33,1,2,16,32,2,1,34,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Stole,Split,27293,20.752,1,26,5,30,2,1,1,9,1,2,3,1,33,0,2,30,33,2,1,30,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Stole,Stole,1582,29.805,11,4,9,5,0,32,5,30,4,32,4,4,30,0,16,32,13,3,20,33,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Stole,Stole,61430,28.075,11,14,3,20,3,31,6,9,1,5,3,3,29,0,9,27,3,7,3,30,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Split,Split,5378,20.685,3,15,3,2,3,5,18,15,2,2,4,2,30,4,3,20,30,3,10,5,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Split,Stole,124,19.341,26,2,9,2,3,17,8,18,3,6,2,2,6,5,11,29,30,2,18,4,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Split,Stole,12121,17.289,4,0,4,2,4,4,4,32,4,4,5,4,27,4,3,19,3,4,5,12,female,a9bfb1bd478924fbbc5ef27080099190f708da24adc11712f9bcf0b2,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,46.08,25,7,30,11,6,4,4,4,24,33,9,30,17,31,29,5,31,31,11,37,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,5378,38.69,38,5,6,11,10,6,9,26,13,37,11,37,43,31,39,6,38,25,9,18,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,124,33.512,23,30,22,25,26,33,21,16,11,11,16,30,18,25,11,21,24,20,31,24,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,694,29.541,12,34,30,34,22,16,14,14,14,15,27,28,17,14,23,14,20,22,25,12,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,27293,30.414,22,33,42,35,23,21,22,22,25,19,23,22,25,22,15,23,24,24,33,23,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,1582,22.346,35,20,15,13,18,21,14,18,19,33,16,32,14,33,37,21,23,32,22,14,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,61430,18.756,23,31,28,25,15,18,10,19,20,29,23,21,14,20,17,19,23,21,26,29,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,12121,13.172,23,23,23,24,24,23,22,25,22,24,24,25,25,22,23,23,24,24,24,24,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,138238,25.443,33,40,13,23,20,14,32,14,14,24,38,23,18,14,42,13,13,23,14,13,female,e3ef1bdbe0a1237740610115d1731d9fce160a550d23a71559cca8b7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,27.511,11,11,13,11,11,10,13,12,13,12,12,13,13,12,13,12,6,13,12,11,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,694,14.982,12,13,10,14,11,11,9,8,14,14,8,9,15,10,13,10,14,10,14,12,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,12121,13.055,13,13,12,13,12,13,12,12,16,13,12,13,12,15,13,12,15,12,13,13,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,27293,13.406,16,16,12,16,17,15,13,13,16,17,13,13,17,15,16,16,16,14,17,15,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,124,14.759,16,15,13,16,15,16,12,17,18,16,15,13,15,15,18,14,13,13,18,16,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,1582,14.184,14,16,14,16,15,17,15,15,18,18,15,13,16,17,17,15,17,15,16,15,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,138238,13.019,16,18,17,17,14,14,16,14,17,15,14,18,16,14,16,16,15,17,18,17,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,61430,11.766,12,15,16,17,21,16,15,15,16,17,15,16,20,15,17,15,21,16,14,17,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,5378,13.743,15,17,16,18,15,16,16,17,19,20,16,17,15,16,20,14,16,15,18,17,female,5ed843cbdbd1930ebedd1baa4fc837f181757a8aa12434a045fb1700,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,61.102,26,2,1,13,1,1,3,11,14,37,7,10,16,32,41,10,41,8,30,6,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,1582,47.595,26,3,1,1,1,7,13,1,1,33,0,32,2,29,19,0,20,30,13,10,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,12121,35.951,26,2,0,14,1,1,2,8,1,43,1,9,13,41,34,4,44,2,42,5,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,694,32.918,6,35,16,1,31,37,25,19,0,5,31,0,28,1,0,37,4,2,33,14,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,5378,36.748,5,42,1,20,41,35,36,6,35,2,39,1,7,0,1,20,0,7,37,6,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,138238,35.194,0,43,26,32,43,46,40,1,43,0,46,1,11,1,1,20,1,1,41,1,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,61430,28.091,30,1,1,1,1,1,1,1,1,42,0,45,1,38,34,8,46,38,39,27,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,124,38.275,14,9,2,13,4,22,0,10,1,14,11,8,11,8,8,9,11,3,16,8,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,27293,36.839,1,35,24,1,32,29,26,17,4,1,36,1,14,1,1,38,8,1,36,22,male,e954e01dc5c7ec6efbb1e0f9962f8646884de7df2395cfb529b4cc81,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,37.787,48,0,1,0,0,1,1,24,1,47,0,0,24,47,48,24,48,2,0,12,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Stole,Split,694,28.913,0,0,1,1,1,0,1,24,2,15,1,1,34,0,9,39,10,2,1,1,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Split,Stole,124,26.698,2,23,27,28,37,33,37,14,30,1,18,0,0,2,1,24,2,2,39,0,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Stole,Stole,61430,23.682,2,44,24,12,1,45,3,3,2,1,12,1,2,2,3,2,3,3,39,2,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Split,Split,5378,22.986,34,2,1,2,1,2,2,2,2,46,2,47,3,43,35,2,39,39,1,2,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Split,Stole,12121,25.123,2,37,21,12,46,37,38,24,37,3,37,3,3,3,5,36,3,2,36,1,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Stole,Split,27293,21.275,47,1,2,1,2,2,1,3,2,46,1,1,11,48,37,3,3,1,1,1,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Split,Split,138238,18.031,47,0,2,2,1,0,1,1,2,47,2,46,3,48,46,1,46,48,1,2,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Stole,Stole,1582,20.791,0,35,2,1,35,46,3,24,1,2,2,2,24,1,2,24,1,0,2,3,female,d00194ea2d9b5ca3c442997caf07d0756d73f6ef680fb46e4857d1cc,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,56.21,48,0,0,23,0,0,0,0,1,48,0,24,1,48,47,0,46,0,0,0,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,61430,35.809,0,47,0,0,48,48,48,48,48,0,48,0,0,0,0,48,0,0,48,0,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,12121,28.79,1,1,0,0,48,48,47,48,2,1,48,1,0,0,1,48,1,2,1,0,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,138238,29.538,1,0,0,0,0,1,1,0,1,1,2,47,0,0,1,1,1,0,0,1,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,27293,34.201,1,0,0,47,1,0,1,0,1,0,0,46,1,1,1,0,0,48,0,1,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,5378,25.522,47,1,0,0,2,0,1,0,0,1,0,48,0,48,48,0,0,0,1,1,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,1582,26.501,25,1,1,23,0,0,1,0,1,1,0,25,0,24,1,0,1,0,0,2,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,124,29.409,0,24,25,0,47,24,48,0,1,2,25,0,24,0,0,24,1,1,1,1,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,694,22.99,1,3,23,0,2,24,0,2,3,3,1,2,1,3,0,1,0,0,2,4,female,5d440254c5e8babd269d736c4e54ccad0c8388598ff5dd416f4e3ef1,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,57.636,17,11,3,6,7,5,15,29,6,46,4,9,28,42,35,12,36,6,7,27,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,1582,27.12,24,3,2,3,3,5,0,2,0,48,3,44,6,48,33,2,46,44,17,4,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,61430,30.458,24,0,0,0,0,0,3,0,0,48,0,48,0,48,34,1,48,48,18,0,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,5378,34.617,0,48,30,46,42,38,38,48,36,0,45,0,8,0,5,42,2,0,41,0,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,27293,33.137,7,39,19,39,32,39,29,42,7,6,27,1,34,2,4,24,5,12,35,5,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,138238,24.097,6,47,32,48,48,48,48,48,2,0,47,0,14,2,2,42,0,5,35,10,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,124,35.899,10,6,0,7,6,0,18,14,1,28,0,8,25,31,13,15,3,8,14,10,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,12121,34.669,32,3,3,21,2,4,8,4,4,34,3,21,5,38,30,11,35,6,12,9,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,694,31.635,14,45,28,44,38,48,32,43,9,9,28,5,33,4,8,20,8,9,32,7,male,17cfce543e5959947824d3b81c9ecc73473c71793cf696d72b1d4fd5,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,36.576,32,6,37,16,39,32,20,17,5,7,16,29,15,8,5,26,33,9,35,23,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,1582,32.654,8,33,12,33,32,16,23,41,23,7,13,7,34,31,12,4,37,39,11,24,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,27293,35.682,37,8,40,16,33,25,15,25,5,8,20,23,7,35,29,10,35,36,12,18,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,138238,33.465,35,6,6,22,5,38,31,30,3,4,23,21,31,41,18,8,34,36,15,22,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,61430,39.547,36,36,10,12,14,22,24,6,24,8,36,7,37,36,7,19,23,16,29,43,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,124,30.699,5,33,8,36,6,18,38,35,27,6,25,16,30,35,16,17,38,22,6,34,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,694,32.523,10,5,40,22,33,40,22,12,41,4,10,20,27,7,9,31,38,24,41,6,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,5378,33.209,10,25,38,31,31,10,11,26,42,7,19,16,5,39,30,8,37,39,11,19,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,12121,35.923,42,26,39,29,36,12,10,19,4,6,19,25,6,38,25,7,34,7,36,22,male,84dac4f923795bcedb6b7a2cdf2716526b810d775a70cd7a0419edb7,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,90.76,33,5,4,34,4,5,4,2,5,46,5,34,16,33,24,4,24,24,16,5,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,61430,38.127,3,4,24,13,33,45,5,7,12,36,9,6,2,4,4,16,3,17,33,5,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,124,37.021,24,5,28,14,11,32,5,5,5,17,2,17,5,13,5,10,13,17,25,5,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,138238,26.758,26,5,15,32,2,4,4,5,4,44,3,35,5,43,40,5,33,25,24,5,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,694,26.593,23,5,14,23,3,4,5,4,5,33,3,28,4,28,15,3,24,32,33,5,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,27293,27.532,23,5,5,24,6,2,6,5,3,35,4,28,5,31,21,2,27,23,25,1,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,5378,26.664,25,5,4,30,6,4,3,4,1,42,5,30,8,38,25,0,23,23,24,5,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,1582,29.885,24,5,35,5,11,37,5,13,6,24,13,3,2,4,7,5,5,5,25,5,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
