stimulus,pronoun,desc,decisionThis,decisionOther,pot,respTimer,e_amusement,e_annoyance,e_confusion,e_contempt,e_devastation,e_disappointment,e_disgust,e_embarrassment,e_envy,e_excitement,e_fury,e_gratitude,e_guilt,e_joy,e_pride,e_regret,e_relief,e_respect,e_surprise,e_sympathy,gender,subjectId,Data_Set,HITID
272_1,this person,,Split,Stole,124,22.122,25,24,25,25,23,24,24,23,25,23,24,24,23,24,24,24,25,25,26,23,male,348addebb8769fb183150fb7cfa318bfaa0cfbe1caa9d50f870c0c9b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,138238,21.871,26,24,25,24,24,25,24,23,24,24,24,24,25,24,24,25,24,24,24,24,male,348addebb8769fb183150fb7cfa318bfaa0cfbe1caa9d50f870c0c9b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,61430,19.294,25,25,23,24,24,25,23,24,25,26,24,25,25,26,24,23,24,23,24,24,male,348addebb8769fb183150fb7cfa318bfaa0cfbe1caa9d50f870c0c9b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,27293,23.015,24,24,24,23,24,25,25,25,24,24,24,24,24,24,25,24,23,25,25,24,male,348addebb8769fb183150fb7cfa318bfaa0cfbe1caa9d50f870c0c9b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,12121,102.951,24,25,24,24,24,23,24,24,24,25,25,24,24,24,24,25,24,24,24,24,male,348addebb8769fb183150fb7cfa318bfaa0cfbe1caa9d50f870c0c9b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,694,20.4,24,24,24,23,24,24,24,26,23,22,24,24,26,23,25,24,26,24,24,24,male,348addebb8769fb183150fb7cfa318bfaa0cfbe1caa9d50f870c0c9b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,1582,36.659,24,25,25,23,24,24,23,25,25,23,24,26,26,24,23,24,24,24,24,24,male,348addebb8769fb183150fb7cfa318bfaa0cfbe1caa9d50f870c0c9b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,45.432,35,12,23,1,0,7,12,13,3,44,1,28,17,33,32,5,17,10,24,6,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Split,61430,29.249,25,5,33,12,5,22,18,14,14,26,2,34,19,12,26,21,30,18,29,13,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Stole,27293,22.223,5,30,31,19,29,40,31,29,43,3,12,4,4,4,5,42,4,8,35,4,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Split,1582,22.726,42,11,9,7,6,5,2,6,3,35,8,12,10,28,43,9,22,10,7,2,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Stole,138238,25.832,2,36,33,41,42,48,28,35,36,0,39,2,31,0,7,45,2,8,36,3,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Split,12121,26.645,28,17,12,5,12,2,2,3,0,34,0,48,8,31,29,9,37,42,21,26,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Stole,694,22.674,3,48,29,48,41,46,48,28,44,6,46,3,0,0,16,48,0,6,39,5,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Stole,5378,20.022,17,34,31,27,30,45,36,31,32,4,26,0,26,1,2,38,6,14,39,23,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Split,124,18.629,26,15,32,16,17,19,14,15,16,26,13,31,18,22,22,16,34,29,29,23,male,967dae806e1cdb5e269061ebd5676caf4e5d1c1c7ccb295a58050ac9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,28.053,27,1,1,2,2,1,2,9,3,47,2,1,36,29,35,1,37,1,10,28,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,5378,27.876,39,2,2,1,0,2,1,1,1,48,2,28,16,44,31,3,30,24,24,15,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,138238,32.884,16,1,2,1,1,2,1,24,1,47,2,33,48,46,19,28,46,1,24,48,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,61430,31.924,1,47,1,44,39,48,39,41,39,1,40,1,2,1,1,47,1,1,42,2,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,1582,29.261,1,46,1,28,24,35,20,35,33,2,18,1,16,1,20,36,11,1,41,2,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,694,34.836,30,29,2,8,11,15,10,2,15,29,2,33,1,32,24,29,25,38,1,9,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,27293,27.987,30,17,2,6,5,10,9,2,14,43,2,30,5,33,23,10,37,30,6,5,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,124,23.892,3,46,3,3,39,41,10,42,1,2,30,3,46,5,24,41,1,3,46,27,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,12121,20.438,2,39,10,19,35,38,13,38,5,2,32,3,36,5,11,39,2,15,36,16,female,c4ef02d384810b3af7702d1bd9a39ab16e93503b930b767659ade2de,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,30.47,34,6,7,18,6,10,12,11,10,32,5,22,20,30,26,12,26,18,35,33,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Split,61430,25.586,28,8,12,10,12,8,4,13,6,27,8,35,7,25,26,12,35,33,30,40,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Stole,5378,26.66,5,32,21,38,36,31,38,32,42,6,45,4,40,4,10,31,5,8,26,1,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Stole,138238,26.429,9,25,39,10,31,31,33,34,26,18,17,12,30,11,11,27,13,10,34,11,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Split,124,25.961,33,12,18,11,2,8,3,14,5,26,6,12,3,32,47,11,36,9,19,10,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Stole,694,31.588,20,33,13,27,25,33,15,37,12,10,2,0,31,4,13,26,3,30,48,2,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Split,1582,23.323,29,2,7,9,0,0,0,6,0,36,0,36,0,31,4,0,48,45,48,10,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Stole,27293,27.503,0,48,0,25,6,13,42,0,7,0,39,4,8,0,35,4,3,0,8,3,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Split,12121,28.837,6,11,10,24,27,32,32,32,11,9,5,8,48,8,14,39,7,11,8,43,male,2f22888a41414663ca3392b47a5a8578d5f302aa3064631079f89946,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,39.571,22,4,13,9,4,5,12,14,0,32,0,28,26,42,21,13,40,18,20,12,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,12121,34.74,16,0,3,16,0,0,0,10,0,33,0,17,11,27,20,10,32,17,25,9,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,1582,36.203,26,0,8,0,0,0,0,0,0,32,0,44,0,44,38,12,35,41,24,11,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,27293,38.83,12,30,0,16,29,29,15,24,13,0,25,0,27,0,5,8,0,15,16,11,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,5378,33.758,3,24,19,20,23,44,20,11,12,0,22,0,0,0,19,15,0,6,34,0,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,61430,28.53,20,0,14,0,0,0,0,0,0,48,0,42,0,44,36,8,41,41,36,19,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,138238,28.987,0,39,17,19,48,48,18,16,25,0,41,0,0,0,18,28,0,0,30,3,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,124,30.188,26,0,0,17,0,0,14,0,6,9,0,10,6,9,7,7,9,8,9,14,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,694,33.352,16,10,6,9,5,13,9,9,0,0,6,2,11,0,8,7,0,12,7,9,male,2f523b7780ca93146adde1c6c5168c73276028135e25c80f1265c691,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,49.55,24,24,24,24,24,24,24,24,24,47,24,24,24,24,24,24,47,23,47,24,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,12121,31.583,48,46,45,40,24,24,24,39,24,24,23,24,24,24,24,45,24,23,46,25,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,694,34.281,24,3,4,3,4,2,1,2,4,44,3,44,4,39,46,3,47,46,24,2,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,138238,22.169,35,24,24,24,24,23,24,23,24,47,24,24,24,45,24,24,45,24,23,23,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,1582,29.319,24,45,40,45,23,43,36,25,23,23,38,14,24,10,24,38,24,24,43,24,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,124,15.96,24,24,24,24,23,23,23,24,23,24,24,23,24,23,24,24,24,24,23,24,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,61430,27.517,10,40,38,40,30,39,37,24,40,11,40,15,12,26,10,38,10,10,41,24,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,5378,21.396,39,23,24,24,23,24,24,24,23,37,24,24,24,24,22,24,39,25,24,24,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,27293,22.707,36,23,24,23,23,23,23,23,23,23,23,23,23,23,24,24,36,24,23,23,female,8f5af5c1926f65ae85d445a09b9ca0e8314f49ed4e9150e6a826cda9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,44.87,2,17,5,26,4,5,25,5,5,5,10,4,29,5,5,4,6,4,4,4,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,12121,33.659,13,10,13,6,4,12,5,29,4,28,6,6,26,9,26,26,28,16,8,4,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,27293,32.309,26,14,20,24,6,4,5,16,15,26,3,13,18,26,25,10,28,9,7,4,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,694,54.531,26,12,17,10,7,6,9,17,12,26,5,20,22,25,13,6,29,5,11,5,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,124,35.48,29,17,12,26,17,23,25,26,21,19,10,14,26,22,27,10,17,16,28,20,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,138238,28.074,22,20,19,19,15,14,19,5,13,26,20,26,28,20,25,12,29,21,8,12,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,5378,27.619,21,17,24,12,24,17,23,15,19,23,14,27,20,25,26,19,22,18,24,29,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,1582,25.387,16,26,22,28,27,20,27,29,23,24,20,19,26,18,28,31,27,18,20,13,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,61430,27.733,14,30,21,30,20,27,27,26,22,19,26,16,22,15,30,18,21,16,21,17,male,82fc6974b9c067b0769eec4ef32a8e8e6852f5581b2ffb2b2212b7d3,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,45.952,27,11,17,9,5,11,8,9,10,18,10,17,17,12,32,4,23,17,16,11,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,1582,42.135,14,13,10,14,14,12,13,13,13,10,26,22,15,6,24,18,2,14,12,14,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,61430,38.889,13,14,11,13,7,9,12,4,15,22,6,18,7,24,24,2,18,21,16,12,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,124,38.928,11,20,17,9,11,28,34,31,12,16,15,22,41,13,4,12,20,22,19,9,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,27293,35.082,14,29,21,25,20,17,28,29,31,24,27,17,28,20,16,28,7,17,17,17,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,138238,31.599,22,14,15,10,19,15,13,13,19,29,19,30,5,30,30,8,27,29,16,33,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,5378,39.052,7,27,13,29,32,42,28,28,22,14,27,18,23,4,18,37,13,14,25,15,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,694,39.601,23,20,10,26,20,14,26,28,15,30,15,16,30,14,15,22,25,12,14,24,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,12121,38.207,9,27,17,16,32,30,28,27,19,14,25,17,33,5,15,36,16,21,17,27,male,986748ea221062fc410bcbe590cb8290dcd9f4903cf908bb36cd2857,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,91.357,31,4,6,29,5,6,5,8,6,37,7,3,38,33,7,30,7,3,30,19,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Stole,124,35.632,30,28,33,11,34,34,2,27,32,6,31,4,9,11,10,34,5,10,44,5,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Stole,1582,27.406,7,29,9,9,29,33,31,18,30,7,38,3,9,5,4,22,3,4,31,12,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Split,5378,37.024,48,0,18,3,46,3,3,0,0,48,5,36,3,48,44,3,44,5,45,13,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Split,694,24.659,35,9,9,10,11,13,10,0,10,37,10,24,11,33,16,10,42,36,44,9,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Stole,12121,32.858,30,30,4,4,10,48,0,23,3,3,4,5,42,3,0,39,0,3,27,0,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Stole,61430,41.129,12,38,17,5,48,35,36,0,27,3,45,0,5,5,24,42,0,5,38,6,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Split,27293,29.25,46,0,0,44,0,0,0,0,0,44,0,42,0,45,48,0,43,42,45,24,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Split,138238,32.269,48,0,0,42,0,0,0,0,3,48,0,9,13,44,4,0,30,1,45,9,female,7b2d6c7ecc6b27ed7d6816e3c4d7af0720362e1ee15c3d29eba557ed,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,40.488,23,6,5,5,4,3,5,2,14,45,4,16,10,34,39,5,11,9,11,6,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,694,33.395,10,8,4,6,2,12,13,2,5,16,2,11,12,13,16,20,6,14,5,5,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,5378,27.975,10,6,4,3,1,7,2,2,7,23,3,14,2,19,27,10,17,21,5,16,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,12121,51.426,3,27,11,24,19,32,23,18,23,12,20,5,3,11,12,29,4,6,12,7,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,138238,24.422,14,5,4,5,5,4,4,4,5,26,2,28,5,34,26,8,27,25,14,10,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,27293,23.177,18,3,2,4,4,3,15,3,13,38,4,14,18,36,13,11,38,10,24,17,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,1582,25.281,4,35,15,18,18,44,13,26,5,6,16,6,16,5,8,39,4,5,23,15,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,124,43.096,12,20,8,14,10,31,16,7,13,4,7,5,4,9,23,20,6,3,17,3,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,61430,26.557,5,36,12,19,25,48,20,22,3,5,23,0,13,0,9,45,0,3,27,4,female,7ec04d2f7720818e4b7b9b1b2a25008d714a8252d702f85e363cc22c,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,103.388,1,38,16,33,47,48,25,0,47,1,19,1,15,1,1,48,2,30,35,1,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Split,12121,33.633,1,42,14,39,44,44,33,1,45,1,37,2,27,0,1,45,0,1,30,0,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Stole,694,44.777,1,16,11,15,16,29,15,0,4,1,1,0,33,1,1,34,1,1,16,1,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Stole,27293,35.393,1,2,4,46,18,3,21,4,33,16,27,2,13,2,4,34,10,3,3,1,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Split,124,26.441,19,2,2,1,1,1,1,1,3,15,1,2,1,26,29,2,44,29,4,3,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Stole,5378,33.817,2,44,36,43,45,46,36,42,46,2,43,1,42,2,1,46,1,13,46,1,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Split,61430,29.473,15,0,16,1,2,3,1,1,10,19,2,17,2,1,24,16,19,19,16,1,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Split,1582,48.458,8,4,17,3,2,11,1,1,11,5,1,10,2,9,8,6,33,16,16,12,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Stole,138238,42.873,0,48,36,48,47,48,46,36,46,0,48,0,48,0,0,47,1,0,43,0,male,d67bcd384427b200499f3ebfd3fdffe3e1b4eef3e14099cca45c2331,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,31.442,0,48,0,47,24,48,47,47,1,2,23,1,46,2,1,24,1,1,1,0,female,48428b477450121a3d76926fe0603c7c57e9635cd828be6a0318bf5f,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,5378,32.222,11,10,24,1,37,2,2,1,0,16,2,37,4,17,37,8,24,47,23,47,female,48428b477450121a3d76926fe0603c7c57e9635cd828be6a0318bf5f,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
